"","ENTITYNAME","CIPCode","CIPTITLE","ROI_Report_Group","DegreeLevelId","DEGREE","years_after_completion","annual_earnings"
"3476","ALL","51.35","Somatic Bodywork and Related Therapeutic Services.","Health","01","Certificate(<1 year)",5,"22406.67"
"3477","ALL","23.01","English Language and Literature, General.","Arts, Humanities and Communication","61","Doctoral Degree",5,"54987.66"
"3478","ALL","26.09","Physiology, Pathology and Related Sciences.","Science, Technology, Engineering and Math","31","Master's Degree",5,"56327.93"
"3479","ALL","40.06","Geological and Earth Sciences/Geosciences.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"80680.47"
"3480","ALL","42.01","Psychology, General.","Social and Behavioral Sciences and Human Services","61","Doctoral Degree",5,"66352.899999999994"
"3481","ALL","52.07","Entrepreneurial and Small Business Operations.","Business","01","Certificate(<1 year)",5,"37398.46"
"3482","ALL","50.09","Music.","Arts, Humanities and Communication","31","Master's Degree",5,"49594.53"
"3483","ALL","26.02","Biochemistry, Biophysics and Molecular Biology.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"51609.32"
"3484","ALL","26.04","Cell/Cellular Biology and Anatomical Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"48378.75"
"3485","ALL","52.07","Entrepreneurial and Small Business Operations.","Business","02","Certificate(>1 year)",5,"35555.040000000001"
"3486","ALL","51.15","Mental and Social Health Services and Allied Professions.","Health","31","Master's Degree",5,"72899.009999999995"
"3487","ALL","30.17","Behavioral Sciences.","Arts, Humanities and Communication","31","Master's Degree",5,"93195.43"
"3488","ALL","51.25","Veterinary Biomedical and Clinical Sciences.","Health","31","Master's Degree",5,"101541.96"
"3489","ALL","26.09","Physiology, Pathology and Related Sciences.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"83631.83"
"3490","ALL","16.12","Classics and Classical Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"40225.94"
"3491","ALL","15.06","Industrial Production Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"31106.76"
"3492","ALL","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"40035.699999999997"
"3493","ALL","51.33","Alternative and Complementary Medicine and Medical Systems.","Health","01","Certificate(<1 year)",5,"42061.93"
"3494","ALL","16.03","East Asian Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"46206.81"
"3495","ALL","16.16","American Sign Language.","Arts, Humanities and Communication","01","Certificate(<1 year)",5,"36277.33"
"3496","ALL","14.20","Metallurgical Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"82360"
"3497","ALL","49.01","Air Transportation.","Trades","11","Associate of Applied Science",5,"50965.65"
"3498","ALL","14.07","Chemical Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"94605"
"3499","ALL","40.02","Astronomy and Astrophysics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"51752.93"
"3500","ALL","14.20","Metallurgical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"67138.149999999994"
"3501","ALL","52.04","Business Operations Support and Assistant Services.","Business","01","Certificate(<1 year)",5,"28239.31"
"3502","ALL","40.05","Chemistry.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"67844.55"
"3503","ALL","51.24","Veterinary Medicine.","Health","61","Doctoral Degree",5,"73697.429999999993"
"3504","ALL","50.05","Drama/Theatre Arts and Stagecraft.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"38403"
"3505","ALL","39.02","Bible/Biblical Studies.","Arts, Humanities and Communication","01","Certificate(<1 year)",5,"61465.17"
"3506","ALL","26.03","Botany/Plant Biology.","Science, Technology, Engineering and Math","31","Master's Degree",5,"41294.57"
"3507","ALL","51.31","Dietetics and Clinical Nutrition Services.","Health","11","Associate of Applied Science",5,"39543.660000000003"
"3508","ALL","14.18","Materials Engineering","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"95817.64"
"3509","ALL","01.12","Soil Sciences.","Science, Technology, Engineering and Math","31","Master's Degree",5,"59875.88"
"3510","ALL","10.03","Graphic Communications.","Arts, Humanities and Communication","02","Certificate(>1 year)",5,"42666"
"3511","ALL","40.04","Atmospheric Sciences and Meteorology.","Science, Technology, Engineering and Math","31","Master's Degree",5,"61986.12"
"3512","ALL","14.07","Chemical Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"98524.04"
"3513","ALL","01.12","Soil Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"50387.21"
"3514","ALL","26.05","Microbiological Sciences and Immunology.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"57320.56"
"3515","ALL","40.05","Chemistry.","Science, Technology, Engineering and Math","31","Master's Degree",5,"59712.84"
"3516","ALL","42.01","Psychology, General.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"53336.02"
"3517","ALL","01.05","Agricultural and Domestic Animal Services.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"39928.28"
"3518","ALL","14.21","Mining and Mineral Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"231747.36"
"3519","ALL","49.01","Air Transportation.","Trades","02","Certificate(>1 year)",5,"67739.14"
"3520","ALL","14.05","Biomedical/Medical Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"97405.35"
"3521","ALL","27.99","Mathematics and Statistics, Other.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"151402.89000000001"
"3522","ALL","19.02","Family and Consumer Sciences/Human Sciences Business Services.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"41539.68"
"3523","ALL","51.22","Public Health.","Health","61","Doctoral Degree",5,"68214.38"
"3524","ALL","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"104806.17"
"3525","ALL","10.03","Graphic Communications.","Arts, Humanities and Communication","01","Certificate(<1 year)",5,"34982.58"
"3526","ALL","26.04","Cell/Cellular Biology and Anatomical Sciences.","Science, Technology, Engineering and Math","31","Master's Degree",5,"46324.26"
"3527","ALL","40.06","Geological and Earth Sciences/Geosciences.","Science, Technology, Engineering and Math","31","Master's Degree",5,"72488"
"3528","ALL","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",5,"26153.38"
"3529","ALL","12.05","Culinary Arts and Related Services.","Trades","11","Associate of Applied Science",5,"35471.03"
"3530","ALL","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","01","Certificate(<1 year)",5,"35715.550000000003"
"3531","ALL","39.07","Pastoral Counseling and Specialized Ministries.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"44780.07"
"3532","ALL","01.06","Applied Horticulture and Horticultural Business Services.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"41462.400000000001"
"3533","ALL","26.02","Biochemistry, Biophysics and Molecular Biology.","Science, Technology, Engineering and Math","31","Master's Degree",5,"56784.7"
"3534","ALL","51.08","Allied Health and Medical Assisting Services.","Health","02","Certificate(>1 year)",5,"36388.379999999997"
"3535","ALL","26.13","Ecology, Evolution, Systematics, and Population Biology.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"68559.37"
"3536","ALL","09.04","Journalism.","Arts, Humanities and Communication","31","Master's Degree",5,"55296.24"
"3537","ALL","30.99","Multi/Interdisciplinary Studies, Other.","Arts, Humanities and Communication","01","Certificate(<1 year)",5,"25093.38"
"3538","ALL","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",5,"24197.29"
"3539","ALL","30.05","Peace Studies and Conflict Resolution.","Arts, Humanities and Communication","31","Master's Degree",5,"61764.63"
"3540","ALL","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",5,"48230.68"
"3541","ALL","14.14","Environmental/Environmental Health Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"64582.32"
"3542","ALL","03.03","Fishing and Fisheries Sciences and Management.","Science, Technology, Engineering and Math","31","Master's Degree",5,"55471.19"
"3543","ALL","40.02","Astronomy and Astrophysics.","Science, Technology, Engineering and Math","31","Master's Degree",5,"61995.93"
"3544","ALL","16.05","Germanic Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","31","Master's Degree",5,"48733.65"
"3545","ALL","19.09","Apparel and Textiles.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"54587.88"
"3546","ALL","49.02","Ground Transportation.","Trades","02","Certificate(>1 year)",5,"42450.11"
"3547","ALL","11.07","Computer Science.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"115350.64"
"3548","ALL","13.14","Teaching English or French as a Second or Foreign Language.","Education","01","Certificate(<1 year)",5,"29358.39"
"3549","ALL","14.02","Aerospace, Aeronautical and Astronautical Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"105400.32000000001"
"3550","ALL","03.05","Forestry.","Science, Technology, Engineering and Math","31","Master's Degree",5,"50831.13"
"3551","ALL","14.39","Geological/Geophysical Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"104373.39"
"3552","ALL","03.01","Natural Resources Conservation and Research.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"26549.64"
"3553","ALL","51.26","Health Aides/Attendants/Orderlies.","Health","01","Certificate(<1 year)",5,"34728.85"
"3554","ALL","51.12","Medicine.","Health","61","Doctoral Degree",5,"153713.78"
"3555","ALL","52.19","Specialized Sales, Merchandising and  Marketing Operations.","Business","02","Certificate(>1 year)",5,"20955.96"
"3556","ALL","03.02","Natural Resources Management and Policy.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"40363.660000000003"
"3557","ALL","48.07","Woodworking.","Trades","11","Associate of Applied Science",5,"27680.1"
"3558","ALL","44.00","Human Services, General.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",5,"23825.47"
"3559","ALL","40.02","Astronomy and Astrophysics.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"71892.13"
"3560","ALL","01.06","Applied Horticulture and Horticultural Business Services.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"36417.050000000003"
"3561","ALL","27.03","Applied Mathematics.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"104764.7"
"3562","ALL","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","02","Certificate(>1 year)",5,"27050"
"3563","ALL","45.09","International Relations and National Security Studies.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"51242.27"
"3564","ALL","40.08","Physics.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"92035.44"
"3565","ALL","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","01","Certificate(<1 year)",5,"29956.22"
"3566","ALL","26.07","Zoology/Animal Biology.","Science, Technology, Engineering and Math","31","Master's Degree",5,"53290.92"
"3567","ALL","26.07","Zoology/Animal Biology.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"37023.1"
"3568","ALL","10.03","Graphic Communications.","Arts, Humanities and Communication","11","Associate of Applied Science",5,"38589"
"3569","ALL","52.15","Real Estate.","Business","01","Certificate(<1 year)",5,"40171.949999999997"
"3570","ALL","30.20","International/Global Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"44738.73"
"3571","ALL","50.09","Music.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"40844.879999999997"
"3572","ALL","50.05","Drama/Theatre Arts and Stagecraft.","Arts, Humanities and Communication","31","Master's Degree",5,"51418.2"
"3573","ALL","45.02","Anthropology.","Social and Behavioral Sciences and Human Services","61","Doctoral Degree",5,"51669.27"
"3574","ALL","48.07","Woodworking.","Trades","01","Certificate(<1 year)",5,"48662.16"
"3575","ALL","50.06","Film/Video and Photographic Arts.","Arts, Humanities and Communication","01","Certificate(<1 year)",5,"22037.4"
"3576","ALL","45.11","Sociology.","Social and Behavioral Sciences and Human Services","61","Doctoral Degree",5,"66044.600000000006"
"3577","ALL","16.09","Romance Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","31","Master's Degree",5,"47008.5"
"3578","ALL","12.05","Culinary Arts and Related Services.","Trades","02","Certificate(>1 year)",5,"28420.65"
"3579","ALL","14.21","Mining and Mineral Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"93489.88"
"3580","ALL","52.04","Business Operations Support and Assistant Services.","Business","02","Certificate(>1 year)",5,"35230.83"
"3581","ALL","16.16","American Sign Language.","Arts, Humanities and Communication","11","Associate of Applied Science",5,"35200.32"
"3582","ALL","50.06","Film/Video and Photographic Arts.","Arts, Humanities and Communication","11","Associate of Applied Science",5,"37320.480000000003"
"3583","ALL","50.07","Fine and Studio Arts.","Arts, Humanities and Communication","31","Master's Degree",5,"48353.760000000002"
"3584","ALL","40.08","Physics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"57728.160000000003"
"3585","ALL","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"21057.9"
"3586","ALL","52.03","Accounting and Related Services.","Business","13","Associate Degree(AA or AS)",5,"40579.11"
"3587","ALL","15.00","Engineering Technology, General.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"44255.7"
"3588","ALL","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"47373.9"
"3589","ALL","03.03","Fishing and Fisheries Sciences and Management.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"42524.7"
"3590","ALL","16.05","Germanic Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"40106.25"
"3591","ALL","26.04","Cell/Cellular Biology and Anatomical Sciences.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"64767.15"
"3592","ALL","23.13","Rhetoric and Composition/Writing Studies.","Arts, Humanities and Communication","31","Master's Degree",5,"60075.96"
"3593","ALL","50.01","Visual and Performing Arts, General.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"40290.120000000003"
"3594","ALL","50.04","Design and Applied Arts.","Arts, Humanities and Communication","11","Associate of Applied Science",5,"41767.54"
"3595","ALL","26.13","Ecology, Evolution, Systematics, and Population Biology.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"46623.3"
"3596","ALL","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","01","Certificate(<1 year)",5,"30522.65"
"3597","ALL","38.01","Philosophy.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"41778"
"3598","ALL","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","01","Certificate(<1 year)",5,"30901.119999999999"
"3599","ALL","30.00","Multi-/Interdisciplinary Studies, General.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"38917.15"
"3600","ALL","30.33","Sustainability Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"44925"
"3601","ALL","54.01","History.","Arts, Humanities and Communication","61","Doctoral Degree",5,"57819.89"
"3602","ALL","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"42586.95"
"3603","ALL","26.10","Pharmacology and Toxicology.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"56631.42"
"3604","ALL","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"33426.15"
"3605","ALL","01.00","Agriculture, General.","Science, Technology, Engineering and Math","31","Master's Degree",5,"50620.44"
"3606","ALL","52.03","Accounting and Related Services.","Business","02","Certificate(>1 year)",5,"43509.9"
"3607","ALL","51.07","Health and Medical Administrative Services.","Health","02","Certificate(>1 year)",5,"29523.74"
"3608","ALL","30.15","Science, Technology and Society.","Arts, Humanities and Communication","61","Doctoral Degree",5,"84575.52"
"3609","ALL","52.07","Entrepreneurial and Small Business Operations.","Business","11","Associate of Applied Science",5,"49624.45"
"3610","ALL","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","31","Master's Degree",5,"89999.3"
"3611","ALL","41.01","Biology Technician/Biotechnology Laboratory Technician.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"47503.08"
"3612","ALL","30.12","Historic Preservation and Conservation.","Arts, Humanities and Communication","31","Master's Degree",5,"63778.07"
"3613","ALL","27.05","Statistics.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"68967.039999999994"
"3614","ALL","31.06","Outdoor Education.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"35711.370000000003"
"3615","ALL","11.09","Computer Systems Networking and Telecommunications.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"51232.85"
"3616","ALL","39.04","Religious Education.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"66806.509999999995"
"3617","ALL","01.09","Animal Sciences.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"99391.43"
"3618","ALL","44.04","Public Administration.","Social and Behavioral Sciences and Human Services","61","Doctoral Degree",5,"107085.44"
"3619","ALL","10.01","Communications Technology/Technician.","Arts, Humanities and Communication","11","Associate of Applied Science",5,"25837.47"
"3620","ALL","50.04","Design and Applied Arts.","Arts, Humanities and Communication","02","Certificate(>1 year)",5,"39409.74"
"3621","ALL","10.02","Audiovisual Communications Technologies/Technicians.","Arts, Humanities and Communication","11","Associate of Applied Science",5,"32932.32"
"3622","ALL","45.11","Sociology.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"50236.58"
"3623","ALL","42.28","Clinical, Counseling and Applied Psychology.","Social and Behavioral Sciences and Human Services","61","Doctoral Degree",5,"68660.44"
"3624","ALL","16.01","Linguistic, Comparative, and Related Language Studies and Services.","Arts, Humanities and Communication","31","Master's Degree",5,"46660.95"
"3625","ALL","45.02","Anthropology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"39113.42"
"3626","ALL","09.99","Communication, Journalism, and Related Programs, Other.","Arts, Humanities and Communication","31","Master's Degree",5,"60215.28"
"3627","ALL","03.06","Wildlife and Wildlands Science and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"41471.519999999997"
"3628","ALL","14.18","Materials Engineering","Science, Technology, Engineering and Math","31","Master's Degree",5,"78084.06"
"3629","ALL","16.01","Linguistic, Comparative, and Related Language Studies and Services.","Arts, Humanities and Communication","01","Certificate(<1 year)",5,"43528.9"
"3630","ALL","26.05","Microbiological Sciences and Immunology.","Science, Technology, Engineering and Math","31","Master's Degree",5,"63677.43"
"3631","ALL","25.03","Library and Archives Assisting.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",5,"24463.74"
"3632","ALL","52.19","Specialized Sales, Merchandising and  Marketing Operations.","Business","11","Associate of Applied Science",5,"33929.279999999999"
"3633","ALL","51.33","Alternative and Complementary Medicine and Medical Systems.","Health","21","Bachelor's Degree",5,"43212"
"3634","ALL","51.99","Health Professions and Related Clinical Sciences, Other.","Health","01","Certificate(<1 year)",5,"24737.53"
"3635","ALL","26.02","Biochemistry, Biophysics and Molecular Biology.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"58336.88"
"3636","ALL","30.19","Nutrition Sciences.","Arts, Humanities and Communication","31","Master's Degree",5,"53700.4"
"3637","ALL","45.10","Political Science and Government.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"62449.37"
"3638","ALL","14.12","Engineering Physics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"68219.91"
"3639","ALL","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",5,"24548.54"
"3640","ALL","52.04","Business Operations Support and Assistant Services.","Business","11","Associate of Applied Science",5,"31259.040000000001"
"3641","ALL","50.07","Fine and Studio Arts.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"40493.699999999997"
"3642","ALL","50.99","Visual and Performing Arts, Other.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"40339.08"
"3643","ALL","13.15","Teaching Assistants/Aides.","Education","11","Associate of Applied Science",5,"18243.330000000002"
"3644","ALL","46.02","Carpenters.","Trades","02","Certificate(>1 year)",5,"40079.519999999997"
"3645","ALL","09.07","Radio, Television, and Digital Communication.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"55846"
"3646","ALL","01.09","Animal Sciences.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"25952.26"
"3647","ALL","03.06","Wildlife and Wildlands Science and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"24905.48"
"3648","ALL","14.25","Petroleum Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"169210.98"
"3649","ALL","01.11","Plant Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"38687.599999999999"
"3650","ALL","14.02","Aerospace, Aeronautical and Astronautical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"80049.850000000006"
"3651","ALL","51.07","Health and Medical Administrative Services.","Health","01","Certificate(<1 year)",5,"36249.78"
"3652","ALL","05.02","Ethnic, Cultural Minority, Gender, and Group Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"44091.54"
"3653","ALL","51.08","Allied Health and Medical Assisting Services.","Health","01","Certificate(<1 year)",5,"33914.839999999997"
"3654","ALL","23.01","English Language and Literature, General.","Arts, Humanities and Communication","31","Master's Degree",5,"48377"
"3655","ALL","04.04","Environmental Design.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"49121.63"
"3656","ALL","26.09","Physiology, Pathology and Related Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"48712.85"
"3657","ALL","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",5,"39886.35"
"3658","ALL","","ALL","ALL","13","Associate Degree(AA or AS)",5,"40010.54"
"3659","ALL","","ALL","ALL","01","Certificate(<1 year)",5,"39335.279999999999"
"3660","ALL","10.02","Audiovisual Communications Technologies/Technicians.","Arts, Humanities and Communication","01","Certificate(<1 year)",5,"40308.839999999997"
"3661","ALL","38.02","Religion/Religious Studies.","Arts, Humanities and Communication","61","Doctoral Degree",5,"34649.4"
"3662","ALL","42.28","Clinical, Counseling and Applied Psychology.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",5,"42253.5"
"3663","ALL","42.99","Psychology, Other.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"20962"
"3664","ALL","45.09","International Relations and National Security Studies.","Social and Behavioral Sciences and Human Services","61","Doctoral Degree",5,"71229.350000000006"
"3665","ALL","22.03","Legal Support Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",5,"31582.35"
"3666","ALL","15.11","Engineering-Related Technologies.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"68210.64"
"3667","ALL","40.01","Physical Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"57270.82"
"3668","ALL","14.05","Biomedical/Medical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"77527.14"
"3669","ALL","14.08","Civil Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"86070.6"
"3670","ALL","26.01","Biology, General.","Science, Technology, Engineering and Math","31","Master's Degree",5,"57280.28"
"3671","ALL","03.06","Wildlife and Wildlands Science and Management.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"40607.74"
"3672","ALL","01.09","Animal Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"48281.94"
"3673","ALL","31.01","Parks, Recreation and Leisure Studies.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"39913.620000000003"
"3674","ALL","14.43","Biochemical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"71710.58"
"3675","ALL","19.09","Apparel and Textiles.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"47191.68"
"3676","ALL","40.06","Geological and Earth Sciences/Geosciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"50483.519999999997"
"3677","ALL","48.05","Precision Metal Working.","Trades","01","Certificate(<1 year)",5,"43206.66"
"3678","ALL","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","12","Associate of General Studies",5,"42039.519999999997"
"3679","ALL","45.10","Political Science and Government.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"47076.21"
"3680","ALL","13.15","Teaching Assistants/Aides.","Education","01","Certificate(<1 year)",5,"18761.099999999999"
"3681","ALL","14.35","Industrial Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"85691.46"
"3682","ALL","46.00","Construction Trades, General.","Trades","02","Certificate(>1 year)",5,"47479.14"
"3683","ALL","12.03","Funeral Service and Mortuary Science.","Trades","11","Associate of Applied Science",5,"43224.52"
"3684","ALL","52.09","Hospitality Administration/Management.","Business","11","Associate of Applied Science",5,"40086.449999999997"
"3685","ALL","51.06","Dental Support Services and Allied Professions.","Health","01","Certificate(<1 year)",5,"36825.599999999999"
"3686","ALL","47.01","Electrical/Electronics Maintenance and Repair Technology.","Trades","01","Certificate(<1 year)",5,"39987.360000000001"
"3687","ALL","27.03","Applied Mathematics.","Science, Technology, Engineering and Math","31","Master's Degree",5,"74879.460000000006"
"3688","ALL","09.01","Communication and Media Studies.","Arts, Humanities and Communication","31","Master's Degree",5,"56575.35"
"3689","ALL","51.04","Dentistry.","Health","61","Doctoral Degree",5,"107603.57"
"3690","ALL","51.02","Communication Disorders Sciences and Services.","Health","21","Bachelor's Degree",5,"43840.4"
"3691","ALL","40.05","Chemistry.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"49795.56"
"3692","ALL","47.06","Vehicle Maintenance and Repair Technologies.","Trades","01","Certificate(<1 year)",5,"37927.86"
"3693","ALL","","ALL","ALL","12","Associate of General Studies",5,"42056.56"
"3694","ALL","52.15","Real Estate.","Business","21","Bachelor's Degree",5,"59703"
"3695","ALL","15.07","Quality Control and Safety Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"84708"
"3696","ALL","14.99","Engineering, Other.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"65897.570000000007"
"3697","ALL","31.03","Parks, Recreation and Leisure Facilities Management.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"38971.32"
"3698","ALL","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","21","Bachelor's Degree",5,"42660.99"
"3699","ALL","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","11","Associate of Applied Science",5,"27514.85"
"3700","ALL","04.06","Landscape Architecture.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"51945.78"
"3701","ALL","51.06","Dental Support Services and Allied Professions.","Health","02","Certificate(>1 year)",5,"27479.99"
"3702","ALL","51.23","Rehabilitation and Therapeutic Professions.","Health","31","Master's Degree",5,"53897.82"
"3703","ALL","16.01","Linguistic, Comparative, and Related Language Studies and Services.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"42700.32"
"3704","ALL","26.01","Biology, General.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"46068.75"
"3705","ALL","","ALL","ALL","61","Doctoral Degree",5,"88024.65"
"3706","ALL","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"58679.4"
"3707","ALL","15.13","Drafting/Design Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"48470.76"
"3708","ALL","14.25","Petroleum Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"134908.32"
"3709","ALL","14.07","Chemical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"75012.210000000006"
"3710","ALL","47.06","Vehicle Maintenance and Repair Technologies.","Trades","02","Certificate(>1 year)",5,"37977.449999999997"
