"","ENTITYNAME","CIPCode","CIPTITLE","ROI_Report_Group","DegreeLevelId","DEGREE","years_after_completion","annual_earnings"
"236","ALL","51.25","Veterinary Biomedical and Clinical Sciences.","Health","61","Doctoral Degree",1,"76131.289999999994"
"237","ALL","27.05","Statistics.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"64763.79"
"238","ALL","30.15","Science, Technology and Society.","Arts, Humanities and Communication","01","Certificate(<1 year)",1,"25070.33"
"239","ALL","14.18","Materials Engineering","Science, Technology, Engineering and Math","31","Master's Degree",1,"62026"
"240","ALL","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"30819.39"
"241","ALL","01.06","Applied Horticulture and Horticultural Business Services.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"26850.48"
"242","ALL","10.02","Audiovisual Communications Technologies/Technicians.","Arts, Humanities and Communication","11","Associate of Applied Science",1,"22519.31"
"243","ALL","26.04","Cell/Cellular Biology and Anatomical Sciences.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"48173.58"
"244","ALL","30.33","Sustainability Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"30412.2"
"245","ALL","16.01","Linguistic, Comparative, and Related Language Studies and Services.","Arts, Humanities and Communication","31","Master's Degree",1,"44031.199999999997"
"246","ALL","14.12","Engineering Physics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"53039.83"
"247","ALL","30.19","Nutrition Sciences.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"29173.35"
"248","ALL","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",1,"22405.32"
"249","ALL","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","01","Certificate(<1 year)",1,"23484.46"
"250","ALL","45.10","Political Science and Government.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"31721.68"
"251","ALL","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","01","Certificate(<1 year)",1,"22794.15"
"252","ALL","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",1,"28524.11"
"253","ALL","","ALL","ALL","13","Associate Degree(AA or AS)",1,"28651.02"
"254","ALL","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","31","Master's Degree",1,"90259.42"
"255","ALL","16.04","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"16064.92"
"256","ALL","51.33","Alternative and Complementary Medicine and Medical Systems.","Health","02","Certificate(>1 year)",1,"27498.18"
"257","ALL","49.02","Ground Transportation.","Trades","11","Associate of Applied Science",1,"33540.35"
"258","ALL","52.15","Real Estate.","Business","02","Certificate(>1 year)",1,"34347.08"
"259","ALL","16.12","Classics and Classical Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","61","Doctoral Degree",1,"42472.68"
"260","ALL","01.12","Soil Sciences.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"54575.76"
"261","ALL","26.99","Biological and Biomedical Sciences, Other.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"35942.61"
"262","ALL","09.07","Radio, Television, and Digital Communication.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"29871.57"
"263","ALL","51.00","Health Services/Allied Health/Health Sciences, General.","Health","01","Certificate(<1 year)",1,"34802.400000000001"
"264","ALL","54.01","History.","Arts, Humanities and Communication","61","Doctoral Degree",1,"43242.12"
"265","ALL","52.19","Specialized Sales, Merchandising and  Marketing Operations.","Business","11","Associate of Applied Science",1,"22517.97"
"266","ALL","16.01","Linguistic, Comparative, and Related Language Studies and Services.","Arts, Humanities and Communication","01","Certificate(<1 year)",1,"38953.67"
"267","ALL","40.04","Atmospheric Sciences and Meteorology.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"57576.959999999999"
"268","ALL","14.02","Aerospace, Aeronautical and Astronautical Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"82842.179999999993"
"269","ALL","23.13","Rhetoric and Composition/Writing Studies.","Arts, Humanities and Communication","31","Master's Degree",1,"35563.32"
"270","ALL","01.11","Plant Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"24452.04"
"271","ALL","45.11","Sociology.","Social and Behavioral Sciences and Human Services","31","Master's Degree",1,"42155.08"
"272","ALL","14.05","Biomedical/Medical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"60797.1"
"273","ALL","27.03","Applied Mathematics.","Science, Technology, Engineering and Math","31","Master's Degree",1,"59725"
"274","ALL","14.07","Chemical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"60146.2"
"275","ALL","19.09","Apparel and Textiles.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"31388"
"276","ALL","26.04","Cell/Cellular Biology and Anatomical Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"29473.62"
"277","ALL","50.07","Fine and Studio Arts.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"25913.4"
"278","ALL","03.02","Natural Resources Management and Policy.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"27186.06"
"279","ALL","14.35","Industrial Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",1,"53588.52"
"280","ALL","43.99","Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.","Trades","11","Associate of Applied Science",1,"52573.440000000002"
"281","ALL","52.12","Management Information Systems and Services.","Business","02","Certificate(>1 year)",1,"44843.76"
"282","ALL","52.12","Management Information Systems and Services.","Business","31","Master's Degree",1,"82023.45"
"283","ALL","11.07","Computer Science.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"87115.16"
"284","ALL","40.01","Physical Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"42347.21"
"285","ALL","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"26674.71"
"286","ALL","14.39","Geological/Geophysical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"52211.21"
"287","ALL","14.02","Aerospace, Aeronautical and Astronautical Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",1,"80949.009999999995"
"288","ALL","52.15","Real Estate.","Business","01","Certificate(<1 year)",1,"41484.69"
"289","ALL","51.07","Health and Medical Administrative Services.","Health","01","Certificate(<1 year)",1,"26922.94"
"290","ALL","14.43","Biochemical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"53054.28"
"291","ALL","26.02","Biochemistry, Biophysics and Molecular Biology.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"32437.279999999999"
"292","ALL","31.03","Parks, Recreation and Leisure Facilities Management.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"27181.439999999999"
"293","ALL","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","12","Associate of General Studies",1,"33658.18"
"294","ALL","","ALL","ALL","12","Associate of General Studies",1,"33636.449999999997"
"295","ALL","44.05","Public Policy Analysis.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"37086.120000000003"
"296","ALL","42.99","Psychology, Other.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"20219.5"
"297","ALL","03.03","Fishing and Fisheries Sciences and Management.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"42122.28"
"298","ALL","25.03","Library and Archives Assisting.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",1,"21595.85"
"299","ALL","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"80895.69"
"300","ALL","16.16","American Sign Language.","Arts, Humanities and Communication","01","Certificate(<1 year)",1,"25228.799999999999"
"301","ALL","30.25","Cognitive Science.","Arts, Humanities and Communication","61","Doctoral Degree",1,"59964.51"
"302","ALL","26.10","Pharmacology and Toxicology.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"44536.04"
"303","ALL","14.25","Petroleum Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",1,"107566.91"
"304","ALL","50.04","Design and Applied Arts.","Arts, Humanities and Communication","02","Certificate(>1 year)",1,"30957.49"
"305","ALL","30.19","Nutrition Sciences.","Arts, Humanities and Communication","31","Master's Degree",1,"45682.5"
"306","ALL","16.16","American Sign Language.","Arts, Humanities and Communication","11","Associate of Applied Science",1,"24104.41"
"307","ALL","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","21","Bachelor's Degree",1,"35338.28"
"308","ALL","52.03","Accounting and Related Services.","Business","02","Certificate(>1 year)",1,"35080.86"
"309","ALL","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","11","Associate of Applied Science",1,"24546.37"
"310","ALL","50.04","Design and Applied Arts.","Arts, Humanities and Communication","11","Associate of Applied Science",1,"29762.48"
"311","ALL","51.08","Allied Health and Medical Assisting Services.","Health","01","Certificate(<1 year)",1,"23722.65"
"312","ALL","03.01","Natural Resources Conservation and Research.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"28390.52"
"313","ALL","43.99","Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.","Trades","01","Certificate(<1 year)",1,"24900.46"
"314","ALL","44.04","Public Administration.","Social and Behavioral Sciences and Human Services","04","Post-Bachelor Certificate",1,"59044.74"
"315","ALL","13.02","Bilingual, Multilingual, and Multicultural Education.","Education","61","Doctoral Degree",1,"43397.55"
"316","ALL","51.18","Ophthalmic and Optometric Support Services and Allied Professions.","Health","11","Associate of Applied Science",1,"26873.279999999999"
"317","ALL","44.00","Human Services, General.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",1,"29512.959999999999"
"318","ALL","14.04","Architectural Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",1,"64865.32"
"319","ALL","03.01","Natural Resources Conservation and Research.","Science, Technology, Engineering and Math","61","Doctoral Degree",1,"55603.26"
"320","ALL","51.15","Mental and Social Health Services and Allied Professions.","Health","31","Master's Degree",1,"49116.06"
"321","ALL","01.00","Agriculture, General.","Science, Technology, Engineering and Math","31","Master's Degree",1,"42242.81"
"322","ALL","12.05","Culinary Arts and Related Services.","Trades","02","Certificate(>1 year)",1,"25255.25"
"323","ALL","26.01","Biology, General.","Science, Technology, Engineering and Math","31","Master's Degree",1,"40834.67"
"324","ALL","51.06","Dental Support Services and Allied Professions.","Health","01","Certificate(<1 year)",1,"23829.86"
"325","ALL","42.28","Clinical, Counseling and Applied Psychology.","Social and Behavioral Sciences and Human Services","61","Doctoral Degree",1,"50345.4"
"326","ALL","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",1,"24196.42"
"327","ALL","14.02","Aerospace, Aeronautical and Astronautical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"62694.76"
"328","ALL","52.10","Human Resources Management and Services.","Business","31","Master's Degree",1,"62157.9"
"329","ALL","51.00","Health Services/Allied Health/Health Sciences, General.","Health","21","Bachelor's Degree",1,"28186.57"
"330","ALL","40.06","Geological and Earth Sciences/Geosciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"37236.239999999998"
"331","ALL","04.04","Environmental Design.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"32860.080000000002"
"332","ALL","16.01","Linguistic, Comparative, and Related Language Studies and Services.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"31089.599999999999"
"333","ALL","40.05","Chemistry.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"36449.160000000003"
"334","ALL","23.01","English Language and Literature, General.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"27637.61"
"335","ALL","","ALL","ALL","01","Certificate(<1 year)",1,"29337.119999999999"
"336","ALL","03.06","Wildlife and Wildlands Science and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"25578.54"
"337","ALL","31.03","Parks, Recreation and Leisure Facilities Management.","Social and Behavioral Sciences and Human Services","31","Master's Degree",1,"35611.51"
